id,m_cf1,m_cf2,m_cf3,m_cf4,m_cf5,m_cf6,m_cf7,m_cf8,m_cf9,m_cf10
1965,3.1,2.62,15.47,2.95,56.0,0.47,9.85,7.22,4.63,5.91
1966,3.14,2.65,15.57,2.97,58.11,0.47,9.86,7.07,4.81,6.03
1967,3.18,2.67,15.67,3.0,60.0,0.48,9.87,6.91,4.99,6.13
1968,3.22,2.7,15.77,3.02,62.11,0.48,9.86,6.76,5.17,6.23
1969,3.24,2.72,15.82,3.05,64.0,0.48,9.85,6.9,5.33,6.31
1970,3.24,2.72,15.82,3.05,65.89,0.47,9.83,7.05,5.49,6.39
1971,3.24,2.72,15.82,3.05,68.0,0.47,9.81,7.21,5.65,6.46
1972,3.24,2.72,15.82,3.02,69.89,0.46,9.77,7.38,5.82,6.52
1973,3.24,2.72,15.82,3.0,71.79,0.46,9.73,7.53,5.96,6.56
1974,3.22,2.7,15.77,2.97,73.68,0.45,9.68,7.69,6.1,6.6
1975,3.18,2.67,15.67,2.95,75.37,0.44,9.63,7.84,6.22,6.64
1976,3.14,2.65,15.57,2.9,77.26,0.43,9.56,7.98,6.32,6.66
1977,3.1,2.62,15.47,2.85,78.95,0.42,9.49,8.14,6.42,6.66
1978,3.04,2.58,15.32,2.78,80.63,0.41,9.42,8.28,6.49,6.66
1979,2.97,2.53,15.11,2.71,82.11,0.4,9.33,8.41,6.54,6.64
1980,2.89,2.47,14.89,2.64,83.58,0.39,9.23,8.53,6.59,6.6
1981,2.82,2.42,14.67,2.57,84.84,0.38,9.14,8.66,6.59,6.56
1982,2.72,2.35,14.39,2.47,85.89,0.37,9.02,8.76,6.59,6.52
1983,2.63,2.28,14.1,2.37,86.74,0.35,8.91,8.84,6.54,6.46
1984,2.52,2.2,13.75,2.28,87.16,0.34,8.79,8.91,6.49,6.39
1985,2.42,2.12,13.38,2.18,87.37,0.33,8.65,8.95,6.42,6.31
1986,2.31,2.04,13.0,2.06,87.16,0.32,8.52,8.97,6.32,6.23
1987,2.19,1.95,12.55,1.94,86.74,0.3,8.37,8.95,6.22,6.13
1988,2.09,1.87,12.15,1.82,85.89,0.29,8.33,8.91,6.1,6.03
1989,1.97,1.77,11.68,1.68,84.84,0.28,8.32,8.84,5.96,5.91
1990,1.84,1.67,11.11,1.56,83.58,0.27,8.29,8.76,5.82,5.8
1991,1.72,1.57,10.6,1.41,82.11,0.25,8.25,8.66,5.65,5.68
1992,1.61,1.48,10.08,1.27,80.63,0.24,8.22,8.53,5.49,5.54
1993,1.48,1.37,9.46,1.13,78.95,0.23,8.17,8.41,5.33,5.42
1994,1.36,1.26,8.83,0.98,77.26,0.22,8.11,8.28,5.17,5.28
1995,1.23,1.16,8.18,0.82,75.37,0.21,8.06,8.14,4.99,5.13
1996,1.11,1.05,7.51,0.67,73.68,0.19,7.97,7.98,4.81,4.99
1997,0.99,0.94,6.82,0.5,71.79,0.18,7.9,7.84,4.63,4.85
1998,0.86,0.82,6.02,0.34,69.89,0.17,7.81,7.69,4.45,4.7
1999,0.74,0.71,5.29,0.17,68.0,0.16,7.72,7.53,4.26,4.54
2000,0.61,0.59,4.45,-0.0,65.89,0.15,7.62,7.38,4.06,4.38
