id,cf1,cf2,cf3,cf4,cf5,cf6,cf7,cf8,cf9,cf10
1968,3.04,2.14,16.41,3.04,73.66,0.26,10.83,6.1,4.69,6.56
1969,5.94,1.83,15.76,1.63,75.26,0.55,10.63,5.19,4.01,5.72
1970,1.95,2.98,17.16,4.61,57.18,0.4,8.22,10.22,4.57,8.93
1971,3.25,2.56,14.47,0.96,75.9,0.37,11.01,7.45,3.21,6.03
1972,4.91,3.04,14.18,2.59,73.86,0.52,9.92,8.97,6.96,6.99
1973,3.35,2.33,16.86,2.57,63.64,0.38,9.44,7.85,6.21,5.33
1974,4.43,2.88,16.84,3.29,76.31,0.38,10.34,6.92,4.75,6.58
1975,3.31,2.79,15.61,1.52,83.94,0.39,9.77,8.62,4.91,5.08
1976,3.63,2.4,15.8,2.18,81.1,0.38,7.94,6.73,7.63,7.61
1977,4.38,2.27,17.02,2.61,82.29,0.31,9.52,7.91,4.66,6.99
1978,5.94,3.38,17.43,4.03,95.12,0.45,9.39,8.52,6.55,6.87
1979,4.05,2.43,14.79,3.24,83.8,0.29,10.24,7.91,5.49,5.17
1980,1.83,1.38,15.39,3.38,82.64,0.41,9.71,9.23,5.6,5.02
1981,4.02,3.2,14.77,3.93,99.02,0.3,8.81,8.57,6.77,7.69
1982,1.66,2.49,13.12,1.75,75.21,0.29,8.22,10.64,8.05,6.64
1983,1.89,3.26,15.91,3.78,85.51,0.18,9.57,8.89,5.24,7.18
1984,1.04,1.48,13.79,2.54,102.95,0.52,7.86,8.68,6.05,8.49
1985,3.24,2.79,13.32,1.41,100.63,0.38,10.59,9.18,7.68,8.44
1986,0.0,1.88,14.23,2.45,83.37,0.26,10.27,9.89,6.04,6.15
1987,3.92,0.66,13.47,1.72,89.78,0.27,8.05,9.19,6.36,6.95
1988,2.22,1.77,8.01,0.29,79.74,0.33,9.75,9.95,6.5,4.46
1989,2.21,1.36,10.29,1.88,65.0,0.29,9.04,10.11,6.17,6.19
1990,2.11,2.41,9.99,2.55,90.52,0.13,9.54,8.39,7.41,5.81
1991,0.57,0.9,9.15,0.0,89.0,0.41,8.27,10.19,6.33,7.41
1992,0.0,2.1,9.78,0.99,92.23,0.35,7.12,7.92,6.58,5.75
1993,2.42,2.1,11.69,0.89,85.72,0.18,9.24,7.49,3.57,3.51
1994,1.93,1.18,9.19,0.56,80.8,0.19,8.53,8.96,4.86,3.94
1995,0.0,1.71,6.92,1.29,97.49,0.22,8.31,8.11,5.61,3.91
1996,1.69,0.92,8.39,2.39,65.36,0.08,7.56,9.25,6.89,3.17
1997,2.6,1.1,8.74,0.0,67.59,0.0,9.1,7.62,6.13,6.14
1998,0.0,0.57,8.19,1.71,73.34,0.28,8.65,7.77,4.03,5.61
1999,0.64,0.55,4.3,0.0,56.43,0.29,6.36,7.68,3.28,7.36
2000,0.0,0.51,0.0,0.79,60.24,0.12,7.74,6.77,5.09,4.91
